Ticker,Company,Industry,Institutional Ownership,Market Cap ($M),PB Ratio,PS Ratio,Operating Margin %,Net Margin %,Price,Avg Daily TradeVolume
SAIA,Saia Inc,Transportation,92.78,"2,388.44",3.03,1.39,9.09,6.72,$92.09 ,"305,646"
SAIC,Science Applications International Corp,Software,79.08,"5,114.93",3.75,0.82,6.48,2.62,$88.61 ,"317,684"
SAIL,SailPoint Technologies Holdings Inc,Software,77.7,"2,149.99",5.12,7.97,-1.51,-3.13,$24.10 ,"1,115,461"
SALT,Scorpio Bulkers Inc,Transportation,46.95,466.11,0.54,1.93,10.9,9.67,$6.43 ,"400,277"
SAM,Boston Beer Co Inc,Beverages - Alcoholic,93.71,"4,619.39",6.41,3.85,13.33,10.06,$383.86 ,"128,122"
SAMG,Silvercrest Asset Management Group Inc,Asset Management,54.68,177.21,2.81,1.07,20.14,9.2,$12.34 ,"15,991"
SANM,Sanmina Corp,Hardware,98.58,"2,389.71",1.44,0.3,3.64,1.72,$34.15 ,"447,500"
SAP,SAP SE,Software,5.81,"165,331.53",4.82,5.39,21.77,12.58,$134.58 ,"484,991"
SATS,EchoStar Corp,Hardware,60.66,"4,315.73",1.18,1.82,11.62,-5.25,$44.16 ,"401,095"
SAVE,Spirit Airlines Inc,Transportation,90.94,"2,821.45",1.3,0.76,14.3,9.29,$41.22 ,"940,484"
SB,Safe Bulkers Inc,Transportation,20.6,184.04,0.39,0.91,25.73,11.17,$1.76 ,"250,228"
SBGI,Sinclair Broadcast Group Inc,Media - Diversified,89.63,"3,099.92",2.05,0.9,11.29,5.99,$33.65 ,"1,051,389"
SBGL,Sibanye-Stillwater,Metals & Mining,25.09,"5,546.72",0.79,0.38,-0.87,-5.65,$9.79 ,"4,149,371"
SBLK,Star Bulk Carriers Corp.,Transportation,56.42,"1,142.77",0.73,1.52,13.48,-1.07,$11.94 ,"591,287"
SBOW,SilverBow Resources Inc,Oil & Gas,91.84,122.2,0.33,0.41,41.07,53.81,$10.37 ,"49,447"
SBRA,Sabra Health Care REIT Inc,REITs,77.42,"4,214.27",1.24,5.89,46.95,1.53,$20.83 ,"2,205,796"
SBS,Companhia De Saneamento Basico Do Estado De Sao Pa,Utilities - Regulated,17.09,"10,362.01",1.93,2.3,35.62,20.99,$15.16 ,"1,362,852"
SCCO,Southern Copper Corp,Metals & Mining,8.78,"33,388.41",4.89,4.68,38.52,20.68,$43.19 ,"702,808"
SCHL,Scholastic Corp,Media - Diversified,97.57,"1,345.51",1.1,0.86,2.4,1.07,$38.88 ,"161,694"
SCHN,Schnitzer Steel Industries Inc,Steel,99.93,606.11,0.85,0.29,3.88,2.64,$22.33 ,"208,647"
SCI,Service Corp International,Personal Services,84.44,"8,417.17",4.73,2.69,19.16,12.98,$46.05 ,"859,917"
SCL,Stepan Co,Chemicals,98.31,"2,259.28",2.66,1.24,7.35,5.67,$100.39 ,"69,795"
SCS,Steelcase Inc,Industrial Products,90.41,"2,416.71",2.6,0.67,6.37,4.22,$20.62 ,"801,445"
SCSC,ScanSource Inc,Hardware,95.31,932.11,1.04,0.25,2.57,1.4,$36.89 ,"128,384"
SCVL,Shoe Carnival Inc,Retail - Cyclical,95.01,525.44,1.8,0.54,4.94,3.96,$37.02 ,"213,889"
SCWX,SecureWorks Corp,Software,13.53,"1,393.89",2.06,2.55,-9.24,-7.06,$17.16 ,"201,032"
SD,SandRidge Energy Inc,Oil & Gas,98.89,150.24,0.23,0.5,-6.8,-49.97,$4.20 ,"265,722"
SDI,Standard Diversified Inc,Tobacco Products,43.8,225.52,5.04,0.56,9.97,-1.32,$13.51 ,"20,113"
SEAC,SeaChange International Inc,Software,43.25,154.67,3.23,2.35,-9.32,-43.99,$4.19 ,"488,662"
SECO,Secoo Holding Ltd,Retail - Cyclical,24.58,305.46,1.44,0.33,3.54,2.41,$6.08 ,"49,430"
SEDG,SolarEdge Technologies Inc,Semiconductors,92.05,"4,645.24",6.34,3.74,13.51,8.39,$95.56 ,"1,410,133"
SEIC,SEI Investments Co,Asset Management,95.91,"9,912.41",5.81,6.3,27.41,29.95,$65.97 ,"618,375"
SEM,Select Medical Holdings Corp,Healthcare Providers & Services,99.45,"3,108.32",4.1,0.56,8.38,2.64,$23.14 ,"775,313"
SEMG,Semgroup Corp,Oil & Gas,96.49,"1,195.68",0.95,0.49,3.26,-1.84,$15.02 ,"3,196,772"
SENEA,Seneca Foods Corp,Consumer Packaged Goods,80.39,378.53,0.92,0.3,-0.49,0.88,$41.09 ,"23,607"
SERV,ServiceMaster Global Holdings Inc,Personal Services,31,"5,221.33",2.25,2.6,14.6,-4.64,$38.50 ,"2,061,436"
SFIX,Stitch Fix Inc,Retail - Cyclical,50.27,"2,600.14",6.37,1.73,0.77,1.57,$25.56 ,"2,092,831"
SFL,SFL Corp Ltd,Transportation,50.03,"1,575.64",1.41,3.44,40.5,15.08,$14.64 ,"509,615"
SFM,Sprouts Farmers Market Inc,Retail - Defensive,99.88,"2,328.51",4.14,0.44,3.87,2.36,$19.71 ,"1,460,098"
SFUN,Fang Holdings Ltd,Interactive Media,30.67,190.25,0.32,0.55,33.18,-2.65,$2.12 ,"228,704"
SGC,Superior Group Of Companies Inc,Manufacturing - Apparel & Accessories,53.7,202.3,1.28,0.55,5.97,3.76,$13.26 ,"24,822"
SGH,SMART Global Holdings Inc,Semiconductors,98.19,917.53,3.46,0.84,4.08,1.89,$38.49 ,"260,031"
SGRY,Surgery Partners Inc,Healthcare Providers & Services,58.45,783.32,2.35,0.41,14.46,-11.26,$15.57 ,"345,989"
SGU,Star Group LP,Oil & Gas,51.29,440.08,1.77,0.28,3.27,0.65,$9.45 ,"55,848"
SHAK,Shake Shack Inc,Restaurants,85.58,"2,286.55",7.85,3.35,5.19,3.69,$60.94 ,"1,749,705"
SHEN,Shenandoah Telecommunications Co,Telecommunication Services,74.94,"2,039.64",4.29,3.22,15.95,8.87,$40.91 ,"611,225"
SHI,Sinopec Shanghai Petrochemical Co Ltd,Oil & Gas,1.5,"3,228.80",1.44,0.43,2.39,3.06,$29.83 ,"40,594"
SHO,Sunstone Hotel Investors Inc,REITs,66.06,"3,217.67",1.3,2.9,15.28,14.93,$14.31 ,"2,123,496"
SHOO,Steven Madden Ltd,Manufacturing - Apparel & Accessories,94.37,"3,601.03",4.3,2.05,10.57,7.71,$42.82 ,"641,029"
SIC,Select Interior Concepts Inc,Homebuilding & Construction,72.36,232.53,1.49,0.41,3.36,0.33,$9.27 ,"163,915"
SID,Companhia Siderurgica Nacional,Steel,4.88,"4,899.39",2.32,0.82,17.3,10.08,$3.55 ,"3,435,480"
SIG,Signet Jewelers Ltd,Retail - Cyclical,98.36,"1,077.30",1,0.17,4.08,-3.09,$20.58 ,"2,038,497"
SILC,Silicom Ltd,Hardware,49.64,247.53,1.52,1.99,15.18,14.12,$32.74 ,"15,774"
SIMO,Silicon Motion Technology Corp,Semiconductors,93.19,"1,834.77",3.2,4.18,13.78,12.65,$50.24 ,"273,996"
SINA,SINA Corp,Interactive Media,88.83,"2,689.63",0.96,1.25,23.07,5.66,$38.67 ,"902,428"
SITC,SITE Centers Corp,REITs,76.99,"2,633.79",1.65,4.75,24.95,49.64,$13.59 ,"1,208,702"
SITE,SiteOne Landscape Supply Inc,Industrial Distribution,98.9,"3,748.43",9.75,1.67,5.27,3.18,$90.59 ,"327,665"
SJI,South Jersey Industries Inc,Utilities - Regulated,96.04,"2,966.75",2.08,1.65,11.63,4.75,$32.11 ,"576,342"
SJM,JM Smucker Co,Consumer Packaged Goods,99.89,"11,707.88",1.46,1.52,15.7,7.3,$102.65 ,"1,011,979"
SJR,Shaw Communications Inc,Telecommunication Services,81.98,"10,425.61",2.18,2.55,20.86,13.69,$20.10 ,"466,571"
SJW,SJW Group,Utilities - Regulated,95.83,"2,013",2.24,4.86,20,9.59,$70.74 ,"123,589"
SKM,SK Telecom Co Ltd,Telecommunication Services,13.64,"15,189.88",0.77,0.89,84.9,16.1,$23.46 ,"281,549"
SKT,Tanger Factory Outlet Centers Inc,REITs,80.1,"1,376.67",2.92,2.84,30.49,24.6,$14.82 ,"2,662,672"
SKX,Skechers USA Inc,Manufacturing - Apparel & Accessories,91.27,"6,801.73",3.05,1.36,10.18,6.7,$43.39 ,"1,291,514"
SKY,Skyline Champion Corp,Homebuilding & Construction,92.19,"1,778.16",3.95,1.24,5.63,3.89,$31.38 ,"405,342"
SKYW,SkyWest Inc,Transportation,16.89,"3,288.48",1.56,1.11,17.49,11.04,$65.22 ,"216,960"
SLAB,Silicon Laboratories Inc,Semiconductors,39.61,"5,044.30",4.66,6.13,7.42,2.96,$116.30 ,"240,898"
SLB,Schlumberger Ltd,Oil & Gas,99.03,"55,472.49",2.32,1.71,8.95,-30.21,$40.07 ,"10,382,441"
SLCA,US Silica Holdings Inc,Oil & Gas,3.95,449.5,0.45,0.29,0.11,-19.58,$6.11 ,"2,173,687"
SLG,SL Green Realty Corp,REITs,74.26,"7,442.25",1.38,6.5,14.9,16.25,$92.90 ,"810,094"
SLGN,Silgan Holdings Inc,Packaging & Containers,98.1,"3,450.44",3.56,0.76,9.28,4.37,$31.15 ,"416,900"
SM,SM Energy Co,Oil & Gas,67.02,"1,257.23",0.43,0.82,5.24,14.68,$11.14 ,"3,621,823"
SMG,The Scotts Miracle Gro Co,Agriculture,94.27,"5,949.84",8.22,1.89,13.21,14.6,$106.59 ,"386,648"
SMLP,Summit Midstream Partners LP,Oil & Gas,38.78,321.52,0.26,0.6,25.81,-0.88,$3.44 ,"488,024"
SMP,Standard Motor Products Inc,Vehicles & Parts,99.41,"1,196.69",2.41,1.06,8.6,4.35,$53.29 ,"108,996"
SMPL,The Simply Good Foods Co,Consumer Packaged Goods,93.01,"2,673.59",2.73,4.59,15.37,9.08,$28.02 ,"884,683"
SMSI,Smith Micro Software Inc,Software,16.2,146.3,3.25,3.3,19.12,25.64,$3.80 ,"444,102"
SMTC,Semtech Corp,Semiconductors,18.43,"3,463.38",5.11,6.24,13.17,8.71,$52.28 ,"415,356"
SMTS,Sierra Metals Inc,Metals & Mining,64.41,249.9,1.45,1.14,11.9,-1.27,$1.55 ,"18,712"
SNA,Snap-on Inc,Industrial Products,99.36,"9,311.82",2.8,2.35,23.79,17.17,$169.78 ,"408,424"
SNDR,Schneider National Inc,Transportation,32.13,"3,850.52",1.76,0.78,6.83,3.58,$21.74 ,"485,670"
SNE,Sony Corp,Hardware,9.3,"83,460.54",2.35,1.11,10.44,9.99,$68.02 ,"1,002,490"
SNH,Senior Housing Properties Trust,REITs,51.7,"1,896.04",0.68,1.77,25.16,-14.5,$7.97 ,"1,682,554"
SNN,Smith & Nephew PLC,Medical Devices & Instruments,5.29,"21,005.33",4.29,4.27,21.28,14.1,$48.01 ,"612,335"
SNP,China Petroleum & Chemical Corp,Oil & Gas,1.19,"72,182.53",0.7,0.16,2.77,1.52,$59.62 ,"177,477"
SNPS,Synopsys Inc,Software,18.91,"21,085.43",5.32,6.44,16.88,15.84,$140.07 ,"1,039,853"
SNR,New Senior Investment Group Inc,REITs,49.05,631.36,2.52,1.35,12.28,-16.8,$7.61 ,"498,504"
SNX,Synnex Corp,Software,97.06,"6,620.38",1.83,0.28,3.25,1.91,$129.62 ,"297,451"
SNY,Sanofi SA,Drug Manufacturers,9.67,"126,069.91",2,3.18,18.54,9.73,$50.30 ,"1,857,483"
SO,Southern Co,Utilities - Regulated,85.64,"66,248.50",2.42,3.04,24.09,21.02,$63.17 ,"5,026,952"
SOGO,Sogou Inc,Interactive Media,9.34,"1,901.96",1.85,1.66,3.37,6.89,$4.86 ,"1,021,973"
SOHU,Sohu.com Ltd,Interactive Media,73.04,440.16,0.97,0.24,-3.75,-6.33,$11.22 ,"316,100"
SOI,Solaris Oilfield Infrastructure Inc,Oil & Gas,96.36,694.31,2.68,1.8,44.89,21.12,$14.59 ,"455,339"
SON,Sonoco Products Co,Packaging & Containers,94.78,"6,161.02",3.34,1.15,9.62,5.99,$61.55 ,"372,537"
SONG,Akazoo SA,Interactive Media,74.54,255.63,2.31,6.65,-5.79,4.09,$5.15 ,"44,730"
SONO,Sonos Inc,Hardware,78.81,"1,633.87",5.83,1.3,0.45,-0.38,$15.07 ,"1,869,512"
SP,SP Plus Corp,Business Services,99.75,982.22,2.6,0.6,5.35,3.03,$42.80 ,"124,602"
SPAR,Spartan Motors Inc,Farm & Heavy Construction Machinery,97.14,636.56,3.22,0.66,2.14,1.7,$18.33 ,"263,420"
SPB,Spectrum Brands Holdings Inc,Consumer Packaged Goods,82.43,"3,102.29",1.82,0.84,7.98,12.43,$63.54 ,"580,059"
SPH,Suburban Propane Partners LP,Utilities - Regulated,36.06,"1,367.41",3.2,1.53,11.49,4.59,$22.03 ,"224,481"
SPKE,Spark Energy Inc,Utilities - Regulated,43.94,325.76,5.83,0.18,1.35,0.42,$9.26 ,"168,322"
SPLP,Steel Partners Holdings LP,Conglomerates,33.23,310.89,0.61,0.25,5.59,0.22,$12.43 ,"19,844"
SPNE,SeaSpine Holdings Corp,Medical Devices & Instruments,83.86,229.56,1.99,1.46,-22.72,-26.22,$12.04 ,"75,007"
SPNS,Sapiens International Corp NV,Software,26.86,"1,124.66",5.22,3.64,9.32,6.15,$22.47 ,"123,445"
SPOK,Spok Holdings Inc,Telecommunication Services,98.99,229.28,0.88,1.43,-1.53,-0.65,$12.16 ,"68,270"
SPR,Spirit AeroSystems Holdings Inc,Aerospace & Defense,99.46,"7,595.07",4.76,0.99,11.61,8.27,$73.37 ,"923,856"
SPSC,SPS Commerce Inc,Software,83.75,"1,967.72",5.71,7.44,13.2,11.67,$56.48 ,"196,144"
SPTN,SpartanNash Co,Retail - Defensive,90.47,520.85,0.75,0.06,0.93,-0.16,$14.33 ,"341,050"
SPWH,Sportsman's Warehouse Holdings Inc,Travel & Leisure,90.13,357.07,3.57,0.4,4.28,2.43,$8.26 ,"763,531"
SPXC,SPX Corp,Industrial Products,24.32,"2,260.67",4.9,1.5,7.48,5.18,$51.21 ,"366,817"
SQM,Sociedad Quimica Y Minera De Chile SA,Chemicals,14.11,"7,406.45",3.68,3.79,25.68,15.68,$28.14 ,"973,636"
SR,Spire Inc,Utilities - Regulated,92.42,"4,207.66",1.83,2.14,15.48,9.46,$82.54 ,"238,955"
SRC,Spirit Realty Capital Inc,REITs,79.29,"4,888.75",1.55,8.19,54.06,42.82,$49.02 ,"1,145,965"
SRCI,SRC Energy Inc,Oil & Gas,85.35,998.62,0.6,1.48,40.95,31.93,$4.10 ,"3,708,057"
SRCL,Stericycle Inc,Waste Management,91.3,"5,867.71",2.37,1.75,2.72,-13.26,$64.39 ,"774,911"
SRDX,Surmodics Inc,Medical Diagnostics & Research,99.99,569.48,4.6,5.78,7.19,7.59,$41.91 ,"103,484"
SRE,Sempra Energy,Utilities - Regulated,98.72,"42,741.06",2.6,3.48,22.62,21.27,$151.62 ,"1,708,670"
SREV,ServiceSource International Inc,Software,70.04,145.52,1.62,0.64,-4.85,-6.25,$1.54 ,"301,586"
SRG,Seritage Growth Properties,REITs,45.99,"2,288.78",3.04,7.75,-47.26,-47.86,$40.19 ,"194,187"
SRI,Stoneridge Inc,Vehicles & Parts,99.46,811.41,2.94,0.99,9.7,7.97,$29.61 ,"175,145"
SRLP,Sprague Resources LP,Oil & Gas,21.5,380.78,4.03,0.11,2.87,1.56,$16.74 ,"41,740"
SRT,StarTek Inc,Business Services,19,307.89,1.36,0.45,2.24,-3.01,$8 ,"41,501"
SSD,Simpson Manufacturing Co Inc,Construction,97.65,"3,557.27",4.05,3.24,14.41,10.64,$80.25 ,"405,566"
SSI,Stage Stores Inc,Retail - Cyclical,52.04,260.77,1.51,0.15,-3.81,-5.68,$8.56 ,"1,399,090"
SSL,Sasol Ltd,Oil & Gas,2.87,"13,690.10",0.89,0.94,14.31,2.11,$21.70 ,"266,397"
SSNC,SS&C Technologies Holdings Inc,Software,92.77,"15,518.98",3.23,3.55,19.09,7.83,$61.41 ,"1,517,750"
SSP,The E W Scripps Co,Media - Diversified,97.16,"1,265.50",1.42,0.95,9.76,-0.53,$15.64 ,"274,637"
SSRM,SSR Mining Inc,Metals & Mining,83.16,"2,312.24",2.06,4.27,15.38,6.41,$18.80 ,"1,049,434"
SSTK,Shutterstock Inc,Interactive Media,82.15,"1,540.94",4.87,2.38,4.64,4.75,$43.46 ,"270,861"
SSW,Seaspan Corp,Transportation,59.99,"3,097.64",0.97,2.6,41.98,37.89,$14.36 ,"741,567"
SSYS,Stratasys Ltd,Hardware,94.5,"1,127.92",0.98,1.7,-1.87,-0.13,$20.72 ,"541,840"
ST,Sensata Technologies Holding PLC,Hardware,85.94,"8,559.04",3.29,2.54,18.18,14,$53.88 ,"640,467"
STAG,Stag Industrial Inc,REITs,52.25,"4,129.64",2.11,9.56,26.74,19.94,$31.06 ,"1,207,423"
STAR,iStar Inc,REITs,62.66,875.94,0.78,1.95,26.86,51.93,$14.09 ,"829,021"
STAY,Extended Stay America Inc,Travel & Leisure,15,"2,696.57",3.34,2.27,27.93,6.34,$14.75 ,"1,898,447"
STE,Steris PLC,Medical Devices & Instruments,13.67,"12,831.94",4.02,4.47,16.54,11.59,$151.35 ,"667,521"
STKL,SunOpta Inc,Consumer Packaged Goods,99.05,223.97,1.66,0.19,-1.4,-7.64,$2.53 ,"487,662"
STLD,Steel Dynamics Inc,Steel,99.7,"7,474.04",1.85,0.71,10.62,7.44,$34.69 ,"1,939,194"
STM,STMicroelectronics NV,Semiconductors,3.69,"23,832.87",3.65,2.61,11.92,9.53,$27.26 ,"1,923,764"
STMP,Stamps.com Inc,Software,87.35,"1,464.57",2.34,2.66,19.85,14.03,$85.78 ,"420,828"
STN,Stantec Inc,Construction,98.94,"3,140.94",2.19,0.88,6.32,3,$28.28 ,"54,342"
STNG,Scorpio Tankers Inc,Oil & Gas,79.52,"2,239.07",1.13,2.83,15.22,-12.03,$38.51 ,"1,030,279"
STRA,Strategic Education Inc,Education,89.46,"3,432.17",2.38,3.5,11.53,7.69,$156.26 ,"208,483"
STRL,Sterling Construction Co Inc,Construction,98.55,409.41,2.17,0.38,3.8,2.24,$14.77 ,"201,574"
STRS,Stratus Properties Inc,Real Estate,69.61,255.76,2.14,2.7,5.82,-3.58,$31.20 ,"13,915"
STX,Seagate Technology PLC,Hardware,97.73,"15,741.65",8.95,1.68,12.32,17.66,$59.92 ,"2,371,907"
STZ,Constellation Brands Inc,Beverages - Alcoholic,99.53,"36,376.94",3.18,4.79,28.79,9.4,$189.66 ,"1,123,474"
SU,Suncor Energy Inc,Oil & Gas,99.06,"50,592.29",1.47,1.82,15.86,13.24,$32.90 ,"2,783,490"
SUM,Summit Materials Inc,Building Materials,82.43,"2,694.72",1.97,1.26,9.59,0.2,$24 ,"1,409,501"
SUN,Sunoco LP,Oil & Gas,41,"2,557.81",3.37,0.16,2.42,0.96,$30.91 ,"312,195"
SUPN,Supernus Pharmaceuticals Inc,Drug Manufacturers,95.26,"1,244.95",2.23,3.14,36.16,25.92,$23.73 ,"852,041"
SUZ,Suzano SA,Forest Products,1.17,"13,465.22",3.25,2.36,13.5,-11.38,$9.98 ,"168,328"
SVC,Service Properties Trust,REITs,53.81,"3,987.39",1.52,1.74,15.81,7.25,$24.23 ,"838,608"
SVM,Silvercorp Metals Inc,Metals & Mining,37.72,992.49,2.66,5.62,33.81,26.39,$5.79 ,"1,769,562"
SVMK,SVMK Inc,Software,96.02,"2,439.30",8.21,8.05,-21.64,-26.72,$18.12 ,"862,681"
SWI,SolarWinds Corp,Software,97.25,"5,747.52",2.21,6.29,14.4,-1.03,$18.47 ,"543,014"
SWIR,Sierra Wireless Inc,Hardware,58.6,345.73,0.89,0.46,-2.46,-8.54,$9.53 ,"302,598"
SWK,Stanley Black & Decker Inc,Industrial Products,98.8,"25,182.29",3.33,1.73,11.88,4.52,$165.66 ,"1,067,959"
SWKS,Skyworks Solutions Inc,Semiconductors,94.48,"20,833.49",5.12,6.32,28.39,25.28,$122.28 ,"2,265,084"
SWM,Schweitzer-Mauduit International Inc,Forest Products,80.78,"1,314.33",2.28,1.28,13.39,7.05,$42.54 ,"221,223"
SWN,Southwestern Energy Co,Oil & Gas,89.05,"1,272.04",0.4,0.38,16.55,31.37,$2.35 ,"24,144,298"
SWX,Southwest Gas Holdings Inc,Utilities - Regulated,99.81,"4,098.61",1.69,1.3,12.05,6.26,$75.03 ,"275,237"
SXC,SunCoke Energy Inc,Steel,39.48,538.75,1.06,0.27,6.96,-9.48,$6.21 ,"1,194,339"
SXI,Standex International Corp,Industrial Products,98.28,993.56,2.1,1.25,10.03,8.11,$79.73 ,"56,821"
SXT,Sensient Technologies Corp,Chemicals,20.6,"2,774",3.1,2.1,13.61,9.92,$65.55 ,"238,223"
SY,So-Young International Inc,Healthcare Providers & Services,22.07,"1,247.86",3.64,7.98,10.55,15.2,$12.21 ,"499,117"
SYK,Stryker Corp,Medical Devices & Instruments,98.62,"78,523.42",6.37,5.46,18.28,23.55,$209.75 ,"1,665,839"
SYKE,Sykes Enterprises Inc,Software,98.05,"1,531.37",1.81,0.96,5.4,3.62,$36.96 ,"230,331"
SYNA,Synaptics Inc,Semiconductors,92.7,"2,232.42",3.35,1.65,0.51,-1.63,$66.71 ,"717,710"
SYNH,Syneos Health Inc,Medical Diagnostics & Research,75.06,"6,106.35",2.12,1.33,6.96,1.86,$58.83 ,"428,789"
SYX,Systemax Inc,Industrial Distribution,38.72,962.67,5.8,1.04,6.87,5.32,$25.65 ,"47,103"
T,AT&T Inc,Telecommunication Services,74.8,"286,063.80",1.55,1.57,15.81,8.97,$39.16 ,"29,526,172"
TA,TravelCenters Of America Inc,Retail - Cyclical,18.8,143.55,0.26,0.02,0.08,-0.26,$17.64 ,"108,515"
TAC,TransAlta Corp,Utilities - Independent Power Producers,77.7,"1,993.53",1.35,1.12,13.47,-4.07,$7.09 ,"210,807"
TACO,Del Taco Restaurants Inc,Restaurants,98.56,283.13,0.7,0.56,6.48,0.29,$7.64 ,"472,799"
TAK,Takeda Pharmaceutical Co Ltd,Drug Manufacturers,4.86,"31,243.26",1.38,2,1.15,0.54,$19.79 ,"1,263,632"
TAP,Molson Coors Brewing Co,Beverages - Alcoholic,96.41,"11,626.98",0.88,1.1,12.17,1.47,$53.61 ,"1,871,591"
TARO,Taro Pharmaceutical Industries Ltd,Drug Manufacturers,15.19,"3,449.25",1.7,5.1,42.07,40.43,$89.50 ,"96,784"
TAST,Carrols Restaurant Group Inc,Restaurants,95.88,359.84,1.1,0.21,0.57,-1.48,$6.94 ,"586,990"
TBI,TrueBlue Inc,Business Services,30.01,925.57,1.49,0.39,3.12,2.85,$23.76 ,"180,916"
TC,TuanChe Ltd,Interactive Media,1.09,132.35,1.97,1.36,-30.29,-29.16,$1.83 ,"21,279"
TCOM,Trip.com Group Ltd,Travel & Leisure,59.03,"20,341.68",1.44,4,12.14,11.24,$34.57 ,"4,330,437"
TCP,TC Pipelines LP,Oil & Gas,76.05,"3,193.26",5.12,5.98,64.23,-42.12,$43.62 ,"399,587"
TCS,The Container Store Group Inc,Retail - Cyclical,92.04,223.01,0.83,0.24,5.39,2.69,$4.53 ,"308,071"
TCX,Tucows Inc,Software,86.33,663.29,7.63,1.98,8.86,4.17,$62.74 ,"47,483"
TDC,Teradata Corp,Software,97.42,"2,994.75",9.14,1.57,1.91,0.7,$26.62 ,"1,681,595"
TDS,Telephone and Data Systems Inc,Telecommunication Services,69.88,"2,846.85",0.61,0.56,3.75,2.44,$24.82 ,"844,520"
TDW,Tidewater Inc,Oil & Gas,79.42,755.58,0.7,1.46,-9.78,-36.07,$19.26 ,"166,194"
TDY,Teledyne Technologies Inc,Hardware,97.85,"12,634.36",4.93,4.2,15.24,12.27,$346.43 ,"291,779"
TECD,Tech Data Corp,Hardware,29.18,"5,082.11",1.74,0.14,1.65,0.92,$143.47 ,"753,447"
TECK,Teck Resources Ltd,Metals & Mining,87.78,"9,775.86",0.54,1.06,24.48,13.28,$17.65 ,"3,189,794"
TEF,Telefonica SA,Telecommunication Services,1.01,"36,811.28",1.95,0.67,7.89,3.99,$7.09 ,"1,690,918"
TEL,TE Connectivity Ltd,Hardware,79.07,"31,878.78",3.02,2.41,16.81,13.71,$95.31 ,"1,375,824"
TEN,Tenneco Inc,Vehicles & Parts,89.82,"1,083.63",0.65,0.06,1.86,-0.74,$13.39 ,"1,160,341"
TEO,Telecom Argentina SA,Telecommunication Services,4.81,"2,269.75",1.32,2.75,4.94,2.37,$11.71 ,"273,470"
TER,Teradyne Inc,Semiconductors,25.72,"11,668.45",7.89,5.79,22.87,22.51,$69.63 ,"1,987,447"
TERP,TerraForm Power Inc,Utilities - Independent Power Producers,35.19,"3,441.99",1.72,3.34,14.14,-8.71,$15.16 ,"1,093,546"
TEVA,Teva Pharmaceutical Industries Ltd,Drug Manufacturers,85,"11,073.79",0.82,0.63,14.77,-22.88,$10.14 ,"19,542,555"
TEX,Terex Corp,Farm & Heavy Construction Machinery,83.72,"2,163.25",2.49,0.42,5.36,-0.06,$30.34 ,"846,102"
TFX,Teleflex Inc,Medical Devices & Instruments,99.15,"17,257.74",6.04,6.86,17.07,17.36,$372.77 ,"263,302"
TG,Tredegar Corp,Chemicals,98.87,734.69,1.82,0.72,4.91,7.64,$22.03 ,"98,297"
TGA,TransGlobe Energy Corp,Oil & Gas,78.33,104.09,0.46,0.36,19.26,12.7,$1.44 ,"147,456"
TGE,Tallgrass Energy LP,Oil & Gas,66.32,"6,217.50",3.36,4.41,42.52,29.74,$22.10 ,"3,589,164"
TGH,Textainer Group Holdings Ltd,Business Services,34.59,611.08,0.5,0.92,31.46,5.87,$10.75 ,"246,438"
TGLS,Tecnoglass Inc,Construction,18.3,369.18,2.19,0.75,14.84,2.06,$8.11 ,"60,964"
TGNA,Tegna Inc,Media - Diversified,11.09,"3,654.83",2.41,1.62,27.65,16.15,$16.85 ,"1,761,960"
TGP,Teekay LNG Partners LP,Oil & Gas,52.68,"1,222.21",0.69,2.04,47.38,15.28,$15.77 ,"328,339"
TGS,Transportadora de Gas del Sur SA,Oil & Gas,14.71,"1,229.33",2.29,2.02,40.21,36.07,$7.45 ,"954,879"
TGT,Target Corp,Retail - Defensive,11.05,"65,313.36",5.71,0.86,5.89,4.18,$128.89 ,"5,186,070"
TH,Target Hospitality Corp,Oil & Gas,31.24,506.31,3.66,1.83,14.66,2.78,$4.89 ,"246,956"
THO,Thor Industries Inc,Vehicles & Parts,99.75,"4,095.19",1.94,0.5,4.42,2.06,$74.19 ,"872,663"
THR,Thermon Group Holdings Inc,Industrial Products,61.54,884.6,2.5,2.1,11.54,5.81,$27.01 ,"123,278"
THRM,Gentherm Inc,Vehicles & Parts,88.8,"1,450.40",3.24,1.51,9.84,4.02,$44.41 ,"146,536"
THS,Treehouse Foods Inc,Consumer Packaged Goods,63.55,"2,682.50",1.49,0.44,2.6,-6.43,$47.72 ,"560,547"
THTX,Theratechnologies Inc,Drug Manufacturers,2.99,214.73,7.1,3.55,-4.9,-11.53,$2.80 ,"116,772"
TIF,Tiffany & Co,Retail - Cyclical,24.78,"16,026.79",5.15,3.7,16.69,12.41,$133.62 ,"4,251,176"
TIGO,Millicom International Cellular SA,Telecommunication Services,10.38,"4,956.02",2.27,1.13,7.54,-3.79,$49 ,"56,121"
TILE,Interface Inc,"Furnishings, Fixtures & Appliances",98.05,980.26,2.73,0.75,9.55,5.16,$16.78 ,"334,641"
TISI,Team Inc,Business Services,99.95,486.15,1.1,0.41,-0.81,-1.79,$16.01 ,"157,254"
TITN,Titan Machinery Inc,Industrial Distribution,84.32,321.81,0.93,0.24,1.97,0.85,$14.40 ,"136,483"
TK,Teekay Corp,Oil & Gas,45.69,542.22,1.17,0.29,16.4,-18.38,$5.38 ,"612,682"
